ZCTA5CE10,AFFGEOID10,GEOID10,ALAND10,AWATER10,STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geometry,sv_zone,percent_aid_approved,percent_people_approved,average_damage,percent_eligible_approved,eligible,applicants,gini_value,test
33901,8600000US33901,33901,16137235,7923837,12,071,080300,12071080300,1400000US12071080300,803,Census Tract 803,G5020,S,1606965,2961273,+26.6512146,-081.8723830,"POLYGON ((-81.87048308059612 26.65312115539211, -81.8667240898117 26.64772916474996, -81.86478908994211 26.64921516282425, -81.86148209208488 26.649981162336214, -81.86044909387115 26.649190163840547, -81.86040250624245 26.640929865893145, -81.86053210275631 26.640927177137673, -81.86060510269164 26.640926177120644, -81.86102910231183 26.64092417701559, -81.8614741019185 26.640917176913216, -81.86241510108593 26.64090317669536, -81.8628821006793 26.640890176596905, -81.8633051003047 26.64088417649845, -81.86333710027587 26.64088417649027, -81.864165099492 26.640919176222777, -81.86446809925803 26.640883176202887, -81.86487509890544 26.640870176119638, -81.865350098484 26.640864176007813, -81.8667860972141 26.640842175675747, -81.86724309681213 26.640833175573196, -81.86772709637717 26.64083217545102, -81.86875909546582 26.640815175214023, -81.86928909499699 26.640807175091105, -81.86940909489968 26.640797175076198, -81.86956509475698 26.64079917503313, -81.86974809458779 26.640803174980004, -81.8703700940339 26.640797174830347, -81.87066909377208 26.640790174764877, -81.8712030932964 26.640785174636115, -81.87141209311027 26.640783174585778, -81.8715140930162 26.64078517455654, -81.87192909267046 26.64075917449116, -81.87213109250902 26.640740174469265, -81.87229509238938 26.640714174468048, -81.87246509227731 26.640676174484078, -81.87258009221374 26.640639174512593, -81.87265109217248 26.640618174527294, -81.87272609213302 26.640592174548793, -81.87283409207681 26.6405541745806, -81.87283609200688 26.64061717448141, -81.87283809196832 26.640651174427642, -81.872852091708 26.640880174065394, -81.8728540912833 26.641271173452495, -81.87286409101472 26.641511173074072, -81.87287309077624 26.641724172738208, -81.87289909042292 26.642029172254002, -81.87293709013562 26.64226317187803, -81.87300308970521 26.642606171324484, -81.87300808966934 26.64263517127783, -81.87306308940242 26.64283617094948, -81.87313708911947 26.643036170618068, -81.87322608881222 26.64324617026742, -81.87331508852334 26.643439169943502, -81.87344608814804 26.643677169539018, -81.87389808697874 26.6443821683267, -81.87800212418124 26.65076224050532, -81.87048308059612 26.65312115539211))",4.0,0.46208368250404186,1.20110847189232,2060.5526923076923,0.40356477786645384,3759.0,1263.0,0.4748,0.8425061415246735
33901,8600000US33901,33901,16137235,7923837,12,071,001001,12071001001,1400000US12071001001,10.01,Census Tract 10.01,G5020,S,2532021,28743,+26.6009004,-081.8813712,"POLYGON ((-81.88601012739693 26.596804237604037, -81.89076212338928 26.596507236065573, -81.89071912332068 26.59660723593352, -81.8905751230822 26.59695023547888, -81.89055312304404 26.597004235406988, -81.8903181226556 26.59756323466531, -81.89021012246296 26.597833234304453, -81.89006512221452 26.598186233833903, -81.88988912191023 26.598617233258445, -81.88971112161202 26.599044232689263, -81.88945812117724 26.59966123186412, -81.88915412067023 26.60038823089278, -81.88904312048233 26.600656230533865, -81.88893612030047 26.60091523018669, -81.88847911953464 26.602011228716975, -81.88813111895412 26.602843227599248, -81.88783311844445 26.60356722662298, -81.8876421181059 26.60404222597985, -81.8876191180686 26.604096225907195, -81.8874281177451 26.6045572252845, -81.88729011752653 26.60487622485549, -81.88708211714727 26.605403224138332, -81.88682311672584 26.606012223315734, -81.88673711655808 26.606240223003272, -81.88643611604098 26.606973222007074, -81.88630311582206 26.607288221579847, -81.88613111552203 26.60771122100317, -81.8860231153235 26.607986220626536, -81.88593311518412 26.608191220349198, -81.88564511470565 26.608877219415227, -81.88558711458896 26.60903421919832, -81.88549111441938 26.609272218872388, -81.88547011438342 26.60932321880268, -81.88541611429005 26.609455218622095, -81.8853401141627 26.609637218373596, -81.88527811405393 26.60979021816392, -81.88514611385335 26.61008721776098, -81.88498611355517 26.610498217194593, -81.88485811332609 26.610818216754524, -81.88462511293442 26.611377215988487, -81.88023111685163 26.61144221748769, -81.87987411717346 26.611444217614455, -81.8782111186685 26.611457218199213, -81.87499912154973 26.611488219318996, -81.87207012415897 26.611533220313238, -81.87205412515247 26.610628221739127, -81.87204212612505 26.60973922313854, -81.87202812710704 26.60884322454976, -81.87201412808037 26.60795522594852, -81.87199812911284 26.607014227431304, -81.87198512996629 26.606236228657238, -81.87197613079663 26.60547622985345, -81.87196713163345 26.604710231059137, -81.8719561320556 26.604329231661392, -81.87195513209439 26.60429423171671, -81.87195313216975 26.604226231824224, -81.87193413292047 26.603548232895815, -81.871925133092 26.603397233136366, -81.8719191333928 26.603124233567236, -81.87188413367993 26.6028882339515, -81.87184213418006 26.602461234638458, -81.87182513455794 26.60212623517115, -81.87181713480969 26.601900235529154, -81.87179713627754 26.600560237641055, -81.87178713665227 26.600222238175796, -81.87177813738096 26.599556239225166, -81.87177213780726 26.599167239838412, -81.87177113817924 26.598824240377393, -81.87178113860503 26.598422241004496, -81.87178613928418 26.597790241994762, -81.87179413943917 26.597640242226962, -81.87181613967445 26.59740424258837, -81.8718638010166 26.596894868199577, -81.88601012739693 26.596804237604037))",2.0,0.46208368250404186,1.20110847189232,2060.5526923076923,0.40356477786645384,3759.0,1263.0,0.5069,0.9846446774899801
33901,8600000US33901,33901,16137235,7923837,12,071,001103,12071001103,1400000US12071001103,11.03,Census Tract 11.03,G5020,S,1300365,12655,+26.6019259,-081.8637435,"POLYGON ((-81.85559714682017 26.604427237879506, -81.85565914995276 26.601489242642554, -81.85868514727386 26.601421241541278, -81.85861815181048 26.59729524824618, -81.8671891441779 26.597136244935378, -81.87164914037609 26.59689624345561, -81.8718638010166 26.596894868199577, -81.87181613967445 26.59740424258837, -81.87179413943917 26.597640242226962, -81.87178613928418 26.597790241994762, -81.87178113860503 26.598422241004496, -81.87177113817924 26.598824240377393, -81.87177213780726 26.599167239838412, -81.87177813738096 26.599556239225166, -81.87178713665227 26.600222238175796, -81.87179713627754 26.600560237641055, -81.87181713480969 26.601900235529154, -81.87182513455794 26.60212623517115, -81.87184213418006 26.602461234638458, -81.87188413367993 26.6028882339515, -81.8719191333928 26.603124233567236, -81.871925133092 26.603397233136366, -81.87193413292047 26.603548232895815, -81.87195313216975 26.604226231824224, -81.87195513209439 26.60429423171671, -81.8718291322089 26.604294231765852, -81.8682181354774 26.60430723315354, -81.86821713550971 26.604278233199846, -81.86578813767879 26.60431423408997, -81.8637761394742 26.6043452348249, -81.8633131398875 26.604352234994177, -81.86175614127684 26.604376235562498, -81.85974714308355 26.604394236316335, -81.85589514655254 26.604424237768324, -81.85569214673491 26.604426237844134, -81.85563714678493 26.60442623786556, -81.85559714682017 26.60442723787951, -81.85559714682017 26.604427237879506))",4.0,0.46208368250404186,1.20110847189232,2060.5526923076923,0.40356477786645384,3759.0,1263.0,0.4466,0.4802857092699856
33901,8600000US33901,33901,16137235,7923837,12,071,001104,12071001104,1400000US12071001104,11.04,Census Tract 11.04,G5020,S,1307009,16116,+26.6080741,-081.8628220,"POLYGON ((-81.85566640885257 26.610004639568153, -81.85566814114843 26.60959322943451, -81.85563014448802 26.606548234410454, -81.85559914669136 26.604544237688067, -81.85559714682017 26.604427237879523, -81.85559714682017 26.60442723787951, -81.85563714678493 26.60442623786556, -81.85569214673491 26.604426237844134, -81.85589514655254 26.604424237768324, -81.85974714308355 26.604394236316335, -81.86175614127684 26.604376235562498, -81.8633131398875 26.604352234994177, -81.8637761394742 26.6043452348249, -81.86578813767879 26.60431423408997, -81.86821713550971 26.604278233199846, -81.8682181354774 26.60430723315354, -81.8718291322089 26.604294231765852, -81.87195513209439 26.60429423171671, -81.8719561320556 26.604329231661392, -81.87196713163345 26.604710231059137, -81.87197613079663 26.60547622985345, -81.87198512996629 26.606236228657238, -81.87199812911284 26.607014227431304, -81.87201412808037 26.60795522594852, -81.87202812710704 26.60884322454976, -81.87204212612505 26.60973922313854, -81.87205412515247 26.610628221739127, -81.87207012415897 26.611533220313238, -81.8719491242666 26.611535220354067, -81.86768912806191 26.611600221799026, -81.86521613026478 26.611638222636497, -81.86388313145163 26.611659223086793, -81.86185413325914 26.61169022377336, -81.85998013492816 26.611719224406478, -81.85988513501003 26.611723224434478, -81.85608913828955 26.611875225563818, -81.8558161385253 26.611886225644756, -81.85573813868075 26.611808225800075, -81.85568820195596 26.611759553297908, -81.85566640885257 26.610004639568153))",5.0,0.46208368250404186,1.20110847189232,2060.5526923076923,0.40356477786645384,3759.0,1263.0,0.5211,0.7942589185715787
33901,8600000US33901,33901,16137235,7923837,12,071,001203,12071001203,1400000US12071001203,12.03,Census Tract 12.03,G5020,S,4766889,260071,+26.6154568,-081.8488876,"MULTIPOLYGON (((-81.85562712690593 26.622749208011662, -81.85578013066073 26.619162213805463, -81.85578113063161 26.619188213762776, -81.85586212903658 26.620590211452235, -81.85591112711454 26.622320208618785, -81.85596712693795 26.62243620841178, -81.85596912660621 26.62274020791614, -81.85598012451243 26.624660204786395, -81.85597212414847 26.625002204232054, -81.8559551227301 26.62632320208638, -81.85605812264782 26.62631320207083, -81.85606212249553 26.62645020184657, -81.85582925360202 26.62645020191842, -81.85562712690593 26.622749208011662)), ((-81.85559714682017 26.604427237879506, -81.85559914669136 26.604544237688067, -81.85563014448802 26.606548234410454, -81.85566814114843 26.60959322943451, -81.85566640885257 26.610004639568153, -81.85559714682017 26.604427237879506)))",4.0,0.46208368250404186,1.20110847189232,2060.5526923076923,0.40356477786645384,3759.0,1263.0,0.3978,0.5614180108455888
33901,8600000US33901,33901,16137235,7923837,12,071,001002,12071001002,1400000US12071001002,10.02,Census Tract 10.02,G5020,S,2081813,1035,+26.6190965,-081.8782116,"POLYGON ((-81.88438411251 26.611973215167996, -81.88435511246404 26.612040215076387, -81.88428211230476 26.612249214784217, -81.88423411215729 26.612426214531716, -81.88417511181265 26.61279521399039, -81.8841681117316 26.612876213869406, -81.88416211143813 26.613153213449234, -81.88416311123329 26.613342213160717, -81.88417211059817 26.61392321227171, -81.88417111043076 26.614079212034227, -81.8841741096716 26.61478021096442, -81.8841781094748 26.614959210690113, -81.88417910899372 26.615404210011324, -81.8841861083324 26.616011209083478, -81.88418310819698 26.616139208889376, -81.88418610739576 26.616879207760164, -81.8841891071988 26.61705920748471, -81.88419310660925 26.61760220665552, -81.88419810588823 26.61826620564154, -81.884198105817 26.618332205540923, -81.88420710510637 26.61898320454544, -81.8842051046431 26.61941420388906, -81.88420810443863 26.61960120360298, -81.88421410368323 26.620296202541486, -81.88421910293415 26.620986201487966, -81.88422110194931 26.62189720009856, -81.88423110051592 26.62321719808311, -81.88423809970891 26.62395919694979, -81.8842480987805 26.624811195647887, -81.88425009813018 26.625412194731144, -81.8842500977115 26.62580019413971, -81.88424309746966 26.626030193791284, -81.88422709722623 26.626269193431913, -81.88420709707165 26.62642919319418, -81.88416709686935 26.626650192869587, -81.88412409670644 26.626837192597684, -81.8840660965247 26.627054192284575, -81.88394609627169 26.627389191810316, -81.88390609620639 26.62748319167912, -81.88382709607926 26.62766719142243, -81.88382009606723 26.627684191398618, -81.88380309604052 26.627723191344273, -81.8836480957867 26.62808819083419, -81.88357609567909 26.628248190611686, -81.8834630955017 26.628507190250257, -81.88337409536196 26.62871118996543, -81.8832370951447 26.6290271895237, -81.88310109492652 26.629343189081357, -81.8828930946147 26.629806188435257, -81.88281509453404 26.62994618824422, -81.88278609456457 26.629942188258916, -81.8814520963818 26.62937518952353, -81.88110909693572 26.629149189972786, -81.88096209722295 26.629006190236392, -81.8804050988558 26.62796019201225, -81.88031109909844 26.627814192265394, -81.88027709918532 26.627762192355735, -81.8801420994445 26.62763519259225, -81.8800380997221 26.627465192885655, -81.87993410011957 26.627184193350146, -81.8799341005948 26.626744194027825, -81.87961010129816 26.62636419471317, -81.87882610236454 26.62603319546648, -81.87823810289623 26.626033195648812, -81.87792010293418 26.626264195389926, -81.87776110299474 26.626341195319892, -81.87749110344093 26.626154195693005, -81.87673810403965 26.62623019580822, -81.87514610538395 26.626318196163652, -81.87474210538272 26.626657195759915, -81.87449710554365 26.626713195747953, -81.87446010568524 26.626613195915365, -81.87436810585166 26.626536196063867, -81.87427610608299 26.626399196306075, -81.87422110627544 26.626267196529135, -81.8741481064193 26.626195196664135, -81.87405610653816 26.62616219674415, -81.87372510688394 26.626119196913837, -81.87330710725757 26.626123197037067, -81.87233610812473 26.62613319732216, -81.87230610911999 26.625238198735012, -81.8723001094575 26.624931199218345, -81.8722891101749 26.624277200247455, -81.87226011215039 26.622475203082875, -81.8722461130955 26.62161320443939, -81.87222911409742 26.620701205875413, -81.87222311447064 26.620361206410692, -81.8722141150813 26.61980420728736, -81.87219911609766 26.618877208746458, -81.87218411709347 26.617969210175854, -81.8721681181075 26.6170452116308, -81.87215911862081 26.616578212366495, -81.87215111911377 26.61612921307364, -81.87213412012979 26.61520421453072, -81.87212712053855 26.61483221511679, -81.87211112153854 26.613921216551713, -81.87208912296153 26.612624218594537, -81.87208312334774 26.61227221914899, -81.87208012353977 26.612097219424655, -81.87207212402302 26.611657220117944, -81.87207012415897 26.611533220313238, -81.87499912154973 26.611488219318996, -81.8782111186685 26.611457218199213, -81.87987411717346 26.611444217614455, -81.88023111685163 26.61144221748769, -81.88462511293442 26.611377215988487, -81.88453111277586 26.61160321567843, -81.88438411251 26.611973215167996))",3.0,0.46208368250404186,1.20110847189232,2060.5526923076923,0.40356477786645384,3759.0,1263.0,0.5636,0.11613124703405531
33901,8600000US33901,33901,16137235,7923837,12,071,000502,12071000502,1400000US12071000502,5.02,Census Tract 5.02,G5020,S,2881209,4420,+26.6435918,-081.8431321,"POLYGON ((-81.86039132480252 26.63894732185364, -81.86048610480486 26.639076180132612, -81.86044310366601 26.640162178393442, -81.86039920338999 26.640344248075, -81.86039132480252 26.63894732185364))",5.0,0.46208368250404186,1.20110847189232,2060.5526923076923,0.40356477786645384,3759.0,1263.0,0.406,0.9214271835217065
33901,8600000US33901,33901,16137235,7923837,12,071,000700,12071000700,1400000US12071000700,7,Census Tract 7,G5020,S,2152083,3922,+26.6330567,-081.8653593,"POLYGON ((-81.86039920338999 26.640344248075, -81.86044310366601 26.640162178393442, -81.86048610480486 26.639076180132612, -81.86047710496695 26.63893418036383, -81.86042410733957 26.636790183833654, -81.86040510966639 26.634660187272274, -81.86036111086635 26.633590189009496, -81.86021511139283 26.63322618963773, -81.85980611271093 26.632351191166133, -81.8593211138939 26.631664192415418, -81.85856911547546 26.630832193979813, -81.85832902111724 26.630595369375595, -81.85674811922532 26.62889219766566, -81.8558691218777 26.627180200717213, -81.85582925360202 26.62645020191842, -81.85606212249553 26.62645020184657, -81.85625712231924 26.626450201786398, -81.85634112223894 26.626454201753972, -81.8576061211256 26.626426201409085, -81.8581101206352 26.626458201201675, -81.85915111974931 26.62640720096294, -81.86010811889383 26.62639820068201, -81.86055211851082 26.626381200572325, -81.8611041180215 26.62637220041634, -81.86179511740977 26.626360200222216, -81.86205911716999 26.626361200139062, -81.8624501168273 26.62635120003433, -81.86321111614899 26.62634219981366, -81.86416211530323 26.62632919954061, -81.86517111441044 26.62631119925753, -81.8661911135023 26.626298198962957, -81.8681971117167 26.626272198384033, -81.87021210991213 26.626256197786184, -81.87085410934141 26.62624719760179, -81.87140110884897 26.626245197435743, -81.87210710822147 26.62623519723306, -81.87221610812398 26.62623419720091, -81.8723391080106 26.62623619715972, -81.87235910737165 26.626810196253484, -81.87237210704619 26.62710019579478, -81.87241210604734 26.627990194387163, -81.87245110505481 26.628875192987948, -81.87249010407419 26.629749191606226, -81.87255710234359 26.631293189166456, -81.87256610203474 26.63157118872814, -81.87260810059503 26.632867186685, -81.87261610006752 26.633348185928952, -81.87261610001237 26.633399185849033, -81.87263409899884 26.634321184399145, -81.87263609883156 26.634474184158837, -81.87265109801221 26.63521918298727, -81.8726660971193 26.636032181709236, -81.87266909700628 26.636134181548595, -81.87269609599548 26.637046180112318, -81.87271309536364 26.6376161792147, -81.87274709451528 26.638372178021253, -81.87275809434097 26.638524177780223, -81.87278109408442 26.638742177432658, -81.8727920938874 26.638915177158765, -81.87280209357229 26.63919817671285, -81.87280509320186 26.639538176179496, -81.87283409207681 26.6405541745806, -81.87272609213302 26.640592174548793, -81.87265109217248 26.640618174527294, -81.87258009221374 26.640639174512593, -81.87246509227731 26.640676174484078, -81.87229509238938 26.640714174468048, -81.87213109250902 26.640740174469265, -81.87192909267046 26.64075917449116, -81.8715140930162 26.64078517455654, -81.87141209311027 26.640783174585778, -81.8712030932964 26.640785174636115, -81.87066909377208 26.640790174764877, -81.8703700940339 26.640797174830347, -81.86974809458779 26.640803174980004, -81.86956509475698 26.64079917503313, -81.86940909489968 26.640797175076198, -81.86928909499699 26.640807175091105, -81.86875909546582 26.640815175214023, -81.86772709637717 26.64083217545102, -81.86724309681213 26.640833175573196, -81.8667860972141 26.640842175675747, -81.865350098484 26.640864176007813, -81.86487509890544 26.640870176119638, -81.86446809925803 26.640883176202887, -81.864165099492 26.640919176222777, -81.86333710027587 26.64088417649027, -81.8633051003047 26.64088417649845, -81.8628821006793 26.640890176596905, -81.86241510108593 26.64090317669536, -81.8614741019185 26.640917176913216, -81.86102910231183 26.64092417701559, -81.86060510269164 26.640926177120644, -81.86053210275631 26.640927177137673, -81.86040250624245 26.640929865893145, -81.86039920338999 26.640344248075))",5.0,0.46208368250404186,1.20110847189232,2060.5526923076923,0.40356477786645384,3759.0,1263.0,0.4236,0.8496636704349461
33901,8600000US33901,33901,16137235,7923837,12,071,000600,12071000600,1400000US12071000600,6,Census Tract 6,G5020,S,4499495,181585,+26.6334395,-081.8431236,"MULTIPOLYGON (((-81.86036111086635 26.633590189009496, -81.86040510966639 26.634660187272274, -81.86042410733957 26.636790183833654, -81.86047710496695 26.63893418036383, -81.86048610480486 26.639076180132612, -81.86039132480252 26.63894732185364, -81.86036111086635 26.633590189009496)), ((-81.8593211138939 26.631664192415418, -81.85980611271093 26.632351191166133, -81.86021511139283 26.63322618963773, -81.86036111086635 26.633590189009496, -81.8593211138939 26.631664192415418)), ((-81.85832902111724 26.630595369375595, -81.85856911547546 26.630832193979813, -81.8593211138939 26.631664192415418, -81.85832902111724 26.630595369375595)))",5.0,0.46208368250404186,1.20110847189232,2060.5526923076923,0.40356477786645384,3759.0,1263.0,0.5768,0.0809281993233566
33901,8600000US33901,33901,16137235,7923837,12,071,000900,12071000900,1400000US12071000900,9,Census Tract 9,G5020,S,2577816,9126238,+26.6071327,-081.8920956,"POLYGON ((-81.90261008487158 26.622300193529625, -81.90207908389326 26.62365719172199, -81.90189708118409 26.626330187878885, -81.90136908033784 26.627561186243057, -81.90169007591149 26.631408180527853, -81.9008210772124 26.630928181482606, -81.88505909153487 26.630847186209913, -81.88433609249861 26.630559186860236, -81.88351309359594 26.630231187602607, -81.88318609403271 26.63010018789916, -81.88284009449312 26.629963188210827, -81.88281509453404 26.62994618824422, -81.8828930946147 26.629806188435257, -81.88310109492652 26.629343189081357, -81.8832370951447 26.6290271895237, -81.88337409536196 26.62871118996543, -81.8834630955017 26.628507190250257, -81.88357609567909 26.628248190611686, -81.8836480957867 26.62808819083419, -81.88380309604052 26.627723191344273, -81.88382009606723 26.627684191398618, -81.88382709607926 26.62766719142243, -81.88390609620639 26.62748319167912, -81.88394609627169 26.627389191810316, -81.8840660965247 26.627054192284575, -81.88412409670644 26.626837192597684, -81.88416709686935 26.626650192869587, -81.88420709707165 26.62642919319418, -81.88422709722623 26.626269193431913, -81.88424309746966 26.626030193791284, -81.8842500977115 26.62580019413971, -81.88425009813018 26.625412194731144, -81.8842480987805 26.624811195647887, -81.88423809970891 26.62395919694979, -81.88423110051592 26.62321719808311, -81.88422110194931 26.62189720009856, -81.88421910293415 26.620986201487966, -81.88421410368323 26.620296202541486, -81.88420810443863 26.61960120360298, -81.8842051046431 26.61941420388906, -81.88420710510637 26.61898320454544, -81.884198105817 26.618332205540923, -81.88419810588823 26.61826620564154, -81.88419310660925 26.61760220665552, -81.8841891071988 26.61705920748471, -81.88418610739576 26.616879207760164, -81.88418310819698 26.616139208889376, -81.8841861083324 26.616011209083478, -81.88417910899372 26.615404210011324, -81.8841781094748 26.614959210690113, -81.8841741096716 26.61478021096442, -81.88417111043076 26.614079212034227, -81.88417211059817 26.61392321227171, -81.88416311123329 26.613342213160717, -81.88416211143813 26.613153213449234, -81.8841681117316 26.612876213869406, -81.88417511181265 26.61279521399039, -81.88423411215729 26.612426214531716, -81.88428211230476 26.612249214784217, -81.88435511246404 26.612040215076387, -81.88438411251 26.611973215167996, -81.88453111277586 26.61160321567843, -81.88462511293442 26.611377215988487, -81.88485811332609 26.610818216754524, -81.88498611355517 26.610498217194593, -81.88514611385335 26.61008721776098, -81.88527811405393 26.60979021816392, -81.8853401141627 26.609637218373596, -81.88541611429005 26.609455218622095, -81.88547011438342 26.60932321880268, -81.88549111441938 26.609272218872388, -81.88558711458896 26.60903421919832, -81.88564511470565 26.608877219415227, -81.88593311518412 26.608191220349198, -81.8860231153235 26.607986220626536, -81.88613111552203 26.60771122100317, -81.88630311582206 26.607288221579847, -81.88643611604098 26.606973222007074, -81.88673711655808 26.606240223003272, -81.88682311672584 26.606012223315734, -81.88708211714727 26.605403224138332, -81.88729011752653 26.60487622485549, -81.8874281177451 26.6045572252845, -81.8876191180686 26.604096225907195, -81.8876421181059 26.60404222597985, -81.88783311844445 26.60356722662298, -81.88813111895412 26.602843227599248, -81.88847911953464 26.602011228716975, -81.88893612030047 26.60091523018669, -81.88904312048233 26.600656230533865, -81.88915412067023 26.60038823089278, -81.88945812117724 26.59966123186412, -81.88971112161202 26.599044232689263, -81.88988912191023 26.598617233258445, -81.89006512221452 26.598186233833903, -81.89021012246296 26.597833234304453, -81.8903181226556 26.59756323466531, -81.89055312304404 26.597004235406988, -81.8905751230822 26.59695023547888, -81.89071912332068 26.59660723593352, -81.89076212338928 26.596507236065573, -81.8945541195512 26.59686423394752, -81.89585311767712 26.597506232454208, -81.90407410407133 26.603201220776906, -81.90467609417458 26.611902207929848, -81.90261008487158 26.622300193529625))",2.0,0.46208368250404186,1.20110847189232,2060.5526923076923,0.40356477786645384,3759.0,1263.0,0.5339,0.4828724532918697
